fsym_id	ticker
KLWD04-R	STT.PRG-US
KLWRG7-R	TBLOX-US
KLXLVT-R	AVHOQ-US
KLXXTG-R	FKAIX-US
KLY4W9-R	JDEAX-US
KLY70C-R	FSIIX-US
KLYCJR-R	LFTGX-US
KLYKJK-R	CDNN-US
KLYRXR-R	IPGRY-US
KLYW7Z-R	FFFIX-US
KLZ80C-R	GNZUY-US
KLZPPM-R	POVEX-US
KLZPTR-R	SPXS.NV-US
KLZQ30-R	WRAC.WT-US
KM089P-R	FPZIX-US
KM08V6-R	RPCGY-US
KM0DJS-R	EVGBCNX-US
KM0N00-R	RGSVX-US
KM0THB-R	JPM4843169-US
KM12L5-R	NOVA10-US
KM1JBH-R	MEOCX-US
KM1MXZ-R	PUYI-US
KM1WD6-R	AIG.PRA-US
KM2K49-R	TSOAX-US
KM2L6B-R	TUSCX-US
KM2TSP-R	VCTFX-US
KM2XZS-R	HNORF-US
KM31B0-R	PROS65-US
KM347V-R	ETUB-US
KM37L2-R	VALE10-US
KM3BT6-R	MLVGX-US
KM3SML-R	UPV.NV-US
KM3T53-R	DCUD-US
KM3YF7-R	GTVSX-US
KM412T-R	LTRVX-US
KM49GY-R	MFST-US
KM4GT3-R	GVHIB-US
KM4JFP-R	JNH-CA
KM4Z3Y-R	GNS-US
KM541Q-R	SUUIF-US
KM545V-R	CABI3B-BR
KM553R-R	QGR-CA
KM577T-R	LZSMX-US
KM589V-R	MCHFX-US
KM5BFX-R	SVCBY-US
KM5JZ7-R	ALSC3-BR
KM5Q58-R	SCHW-US
KM5S9B-R	SMMCX-US
KM5WHF-R	AGESF-US
KM5ZPJ-R	FLA.H-CA
KM5ZTN-R	TMB.WT-CA
KM5ZVP-R	HYSCX-US
KM662Q-R	NEWN-US
KM69Q7-R	WMCBHX-US
KM6CK0-R	BLQC-US
KM6FJY-R	NAZ-US
KM6JR1-R	LTMAQ-US
KM6MY4-R	KEGXQ-US
KM6Q26-R	TTGL-US
KM6VGG-R	HLMNY-US
KM6ZQL-R	BPHLY-US
KM73H7-R	LTTGF-US
KM7H1F-R	SKYE-US
KM7VJK-R	ECCV.P-CA
KM7YFC-R	TGP-US
KM7ZHD-R	MHPC-US
KM84B2-R	HESM-US
KM84YP-R	TCF.WT-US
KM8KR2-R	FFKAX-US
KM8M3D-R	CRVC.WT-CA
KM8QJQ-R	PYVSX-US
KM8T25-R	PTPA3-BR
KM8TQT-R	LCRNX-US
KM8XKK-R	VMGA-US
KM8YB9-R	OEXFF-US
KM93SL-R	MONI-US
KM94VM-R	MNCRX-US
KM95F5-R	FTVSX-US
KM9C7T-R	MGELX-US
KM9CSB-R	XLS.WI-US
KM9K0D-R	KSHDF-US
KM9KHW-R	AECLY-US
KM9QV1-R	EGLRX-US
KM9RX2-R	FSICX-US
KM9V14-R	GWSV-US
KM9W35-R	VSYS-US
KM9WDG-R	ADALU-US
KM9Y77-R	FIEC-US
KM9Z98-R	BSND-US
KM9ZFD-R	JSAIX-US
KMB4MF-R	JAMGF-US
KMB5PG-R	NEFSX-US
KMB98Y-R	C4870912-US
KMBC0M-R	RSVAX-US
KMBGBV-R	VLTAF.XX1-US
KMBHDW-R	OZAMY-US
KMBJBS-R	FTAFX-US
KMBJGX-R	PTAM-US
KMBJN2-R	ALORU-US
KMBKP2-R	CM4902867-US
KMBKZC-R	AEODX-US
KMBLGV-R	SDVGX-US
KMBMP0-R	JSCMX-US
KMBNLX-R	CAL-CA
KMBPNY-R	LLL.XX1-US
KMBQ7H-R	BMO.PRB-CA
KMBQQZ-R	TIIAY-US
KMBRT0-R	AVB-US
KMBSW1-R	HARL-US
KMBTY2-R	AAIAF-US
KMBV26-R	JERAX-US
KMBV6B-R	CIORX-US
KMC92S-R	BURG-CA
KMCCZL-R	SZNTF-US
KMCSX3-R	TIL-CA
KMCT6D-R	OTSRS-US
KMCZRS-R	LOXO-US
KMD0LL-R	OVHGY-US
KMD1RQ-R	LBHRX-US
KMD7XP-R	USCTW-US
KMDG4Q-R	EGPT-US
KMDKBT-R	THDAX-US
KMDKS7-R	ARD-US
KMDS5F-R	AEOUX-US
KMDV5C-R	FAONX-US
KMDXY1-R	MWUIX-US
KMF6G9-R	VNQ-MX
KMF7JB-R	ALVSX-US
KMF9ND-R	MGEL3-BR
KMFKK1-R	BCAN-US
KMFM7P-R	UXI-US
KMFXTZ-R	CPARX-US
KMFY7C-R	ROYA54-US
KMG1FG-R	UBS5000256-US
KMHHZL-R	CMTIX-US
KMHNCV-R	BBHCNG.W-US
KMJ257-R	LSYIX-US
KMJ499-R	TRMZX-US
KMJW3D-R	TFIV-US
KMK1FK-R	VRT.WT-US
KMKVV5-R	TDPRX-US
KMKY4D-R	GPBI-US
KMLBMH-R	HBC4998430-US
KMM139-R	VCTR-US
KMMRGZ-R	PKTQX-US
KMMZ09-R	APEIX-US
KMNBLJ-R	PPTY-US
KMNC74-R	NPTN-US
KMNN5T-R	EVVLF-US
KMNPBY-R	GWHP-US
KMNQZJ-R	ASKH-US
KMQ0MY-R	GDPY-CA
KMQ9YZ-R	PVL-US
KMS2W5-R	CHIK-US
KMSFCB-R	MXNZX-US
KMSLVN-R	PAYAW-US
KMSSTF-R	VLSMX-US
KMSWBW-R	GSLC-US
KMTNQH-R	TNGRX-US
KMTTSD-R	PTPI-US
KMTYXD-R	ACDKX-US
KMVSRF-R	FAJYX-US
KMVVM7-R	SDRXQ-US
KMW5MY-R	FCIAX-US
KMWG45-R	BNZIF-US
KMXF47-R	PBC-US
KMXQPH-R	LOWIX-US
KMXXZL-R	FIKRX-US
KMYWF3-R	WWAV.B-US
KMZ15Q-R	DXJS-MX
KMZDHP-R	EUMNF-US
KN00L5-R	IGBZX-US
KN0MVV-R	BOKBOX-US
KN0V81-R	BBAI-US
KN0XD3-R	TSIB-US
KN181F-R	VAL.WT-US
KN189P-R	PFOIX-US
KN1PNM-R	MWRX-US
KN1Q53-R	VSORX-US
KN1ZF3-R	CREA23-US
KN27P3-R	SSEFX-US
KN2LCG-R	DLSAX-US
KN2LGK-R	WATWX-US
KN2Q21-R	PHLQX-US
KN2WXQ-R	FIPDX-US
KN2X1V-R	BHYRX-US
KN2Z5X-R	LMPMX-US
KN307Y-R	HVA-US
KN319Z-R	JSMGX-US
KN35M4-R	PGELX-US
KN3RPN-R	JTBBX-US
KN55F0-R	IRIAX-US
KN5C8P-R	ENIA.RT.XXI-US
KN5CP2-R	FFCRX-US
KN5DZB-R	FFBEX-US
KN5QBD-R	JONEQ-US
KN63QD-R	LFSRX-US
KN65TF-R	MS4345961-US
KN69ZG-R	BBUS-US
KN6RDG-R	LIBAX-US
KN70F7-R	ISHYF-US
KN71ZR-R	RLTQF-US
KN79FZ-R	PIMAX-US
KN7DN2-R	LQD.NV-US
KN7HV5-R	CTOUF-US
KN7MZ5-R	CGMWX-US
KN80TN-R	SMH.NV-US
KN81WP-R	AGQ.IV-US
KN861Q-R	NWGWX-US
KN9BL4-R	STLV-US
KN9D9T-R	GGISX-US
KN9JKY-R	NUM-US
KN9MX5-R	GWWCF-US
KN9PX3-R	MVPMX-US
KN9QZ4-R	RBXLY-US
KN9V57-R	PEMDX-US
KN9YCB-R	BYI-US
KNB1KF-R	AGR.H-CA
KNB3PH-R	SWNM-US
KNB4RJ-R	BCDH-US
KNB5TK-R	TLAB-US
KNB6WL-R	FIMTX-US
KNB82R-R	BMO.PRL-CA
KNBD6R-R	PETDX-US
KNBFDX-R	AFGCX-US
KNBJGW-R	MRDAF-US
KNBMT3-R	PKO-US
KNBNR0-R	RDWR-US
KNBPT1-R	BQMGY-US
KNBQW2-R	MDLOX-US
KNBX67-R	BRKCF-US
KNBY88-R	VFIAX-US
KNBZGF-R	CUCSY-US
KNC0YW-R	TALPX-US
KNC1LH-R	ESAKY-US
KNC5QH-R	PPLFF-US
KNC5VM-R	SJBA-US
KNCP5G-R	FBITX-US
KNCSJQ-R	UTG.RT-US
KNCTZ3-R	RSAU-US
KNCY56-R	PTMKF-US
KND0VT-R	LGMNX-US
KND2QM-R	JAIJX-US
KNDC2Q-R	TGMMX-US
KNDF2N-R	QISGX-US
KNDKBS-R	MZTAQ-US
KNF2B8-R	BEPR-CA
KNF3D9-R	COCE6-BR
KNF4GB-R	PLSJX-US
KNF6VN-R	TOWFX-US
KNFL9R-R	AAETX-US
KNFQKW-R	RSGCX-US
KNFSPY-R	ADFJF-US
KNFWX1-R	CVVUF-US
KNFXZ2-R	EPRA-US
KNFZ13-R	DUGAX-US
KNG397-R	PNOCX-US
KNG4C8-R	FLCBX-US
KNG5F9-R	FAME-US
KNG5KF-R	WFTAX-US
KNG6HB-R	MKTAY-US
KNG7KC-R	RYCBX-US
KNG9ZQ-R	UDEF.B-CA
KNGBD3-R	MMHKX-US
KNGBRG-R	RSLBX-US
KNGDWJ-R	CODL-US
KNGF0N-R	MONTF-US
KNGH0L-R	SBCAX-US
KNGK4N-R	SITGQ-US
KNGM8Q-R	NTSC-US
KNGMP3-R	GS4606512-US
KNGQ2F-R	ETRKF-US
KNGTNX-R	CECBQ-US
KNGVQY-R	MOVE-CA
KNGWSZ-R	FAHIX-US
KNGXW0-R	TMP-US
KNH002-R	NAWGX-US
KNH0NQ-R	RLUSX-US
KNH123-R	MYHA-US
KNH244-R	OPRX-US
KNH4TR-R	SXPLQ-US
KNH5B7-R	ANDR-US
KNHBND-R	PWF.PRE-CA
KNHCVK-R	GDOCY-US
KNHFZM-R	OPTZ-US
KNHKM4-R	AZUL.OSA-CL
KNHQ0D-R	FRANX-AR
KNHTKV-R	CSLG-US
KNHWPX-R	RKNLF-US
KNHWV1-R	SRUXY-US
KNJ696-R	FRPPF-US
KNJG1Q-R	EMLDU-US
KNJHWH-R	MITDX-US
KNJJYJ-R	CBCY-US
KNJP6N-R	UNSI-US
KNJRBQ-R	CHYYY-US
KNJSDR-R	FOPIX-US
KNJZ9G-R	WTLVX-US
KNJZSY-R	AMTX-US
KNK587-R	IMBAX-US
KNKP3L-R	FTCS-US
KNKQ5M-R	GOBSX-US
KNKQFW-R	VEL-US
KNKRCS-R	RCSCX-US
KNKTHV-R	DLRRX-US
KNKY8H-R	NMRK-US
KNL313-R	MTILX-US
KNLTJX-R	ARB-CA
KNN26C-R	CGN-CA
KNN2BH-R	MRHYX-US
KNN4BF-R	VERXN-MX
KNN975-R	FINMX-US
KNN986-R	PZE-CA
KNP0LV-R	WCLCX-US
KNP0W3-R	LEJAX-US
KNPKSH-R	LGVW.UT-US
KNPT7Q-R	UBS4972200-US
KNQ1Z6-R	TDMYX-US
KNQFPK-R	MGLMX-US
KNRD86-R	UBS4893741-US
KNRPZM-R	UBS4694026-US
KNRXJZ-R	BSCAX-US
KNRYM0-R	PKTVX-US
KNS7NS-R	CDORX-US
KNS8VY-R	KOREF-US
KNSDGF-R	RLEOX-US
KNSGFB-R	UBS5013790-US
KNSNK8-R	TVVFX-US
KNTB24-R	JIUMF-US
KNTCTV-R	BAM.PFC-CA
KNV6RZ-R	UBS947-US
KNVHLJ-R	BSPPX-US
KNVKKF-R	FMVPX-US
KNWMB5-R	GATO-US
KNWVP9-R	TDLCX-US
KNXH33-R	JMMBGLUSD5.75-JM
KNXMHC-R	MSSOX-US
KNY6GS-R	HSXDN-MX
KNYTNC-R	AAEDX-US
KNYXL6-R	KBWR-US
KNZCGN-R	MSCHY-US
KNZPGB-R	ADMLF-US
KNZTB2-R	MLDUX-US
KP0BPY-R	FDFCX-US
KP0DJQ-R	UBS5021963-US
KP0GNS-R	MS5039329-US
KP153K-R	NSTB.UT-US
KP18GT-R	UTRN-US
KP1TMF-R	OASI-US
KP243M-R	FIQNX-US
KP2F5D-R	EPENX-US
KP3HBJ-R	DRM-CA
KP3JX1-R	BXHIX-US
KP3PQQ-R	IAVSX-US
KP477Q-R	EPLY5.00-JM
KP47S7-R	IUERX-US
KP4F2C-R	RBECX-US
KP4G8J-R	ATH.PRD-US
KP4RLK-R	SARNX-US
KP5G5G-R	LCAAW-US
KP5GFQ-R	VDFRX-US
KP5GZ7-R	USAG-US
KP6C4K-R	ETDFX-US
KP6K4C-R	MPHQX-US
KP6YXR-R	GRGUF-US
KP735W-R	DFESX-US
KP759Y-R	HSAFX.XX1-US
KP77L4-R	DSHZX-US
KP78J1-R	KIH.NV-US
KP79FY-R	RGGBX-US
KP79ZG-R	ITTGF-US
KP7FQ2-R	USMI-US
KP7YTP-R	TWIAX-US
KP820S-R	SOAMX-US
KP840Q-R	JEMVX-US
KP8F6M-R	WTRH-US
KP8GP1-R	VEIRX-US
KP8MLT-R	ARI.PRC-US
KP8NKR-R	AIRTW-US
KP8PQW-R	CTMPX-US
KP950Q-R	BCLMF-US
KP97P9-R	FLAM-CA
KP9CK1-R	CLEGX-US
KP9DQ5-R	EMPR.WT-CA
KP9RSX-R	PUSOF-US
KP9SBF-R	BKAC88-US
KP9WJJ-R	COLINSE-CL
KP9WRR-R	GRFPF-US
KPB87W-R	DLCEX-US
KPBCYG-R	ARRNF-US
KPBHJY-R	SCPR-US
KPBK0C-R	EWCZ-US
KPCC9W-R	COSXF-US
KPCLS3-R	HVI.NV-US
KPCNX5-R	KRBL10-US
KPCPZ6-R	KZO-US
KPCT59-R	RSMKX-US
KPCXWX-R	JPM4389167-US
KPD1MJ-R	CANE.IV-US
KPD6YP-R	FXD.NV-US
KPD9J5-R	WBRPSX-US
KPDD5R-R	MAGTX-US
KPDGDX-R	CNDAX-US
KPDHGY-R	MQLIX-US
KPDJJZ-R	CVFZX-US
KPDPW4-R	GWMTX-US
KPDWQT-R	LSYN-US
KPF780-R	TPU-CA
KPFJFX-R	FMUFX-US
KPFMHW-R	UPS-US
KPFPMY-R	IFOAX-US
KPFQPZ-R	WFALX-US
KPFRS0-R	MEQYF-US
KPFSV1-R	ACPQF-US
KPFSZ5-R	CSCW-US
KPFV16-R	WBC-US
KPG077-R	PPMH-US
KPG198-R	XYNH-US
KPG1FD-R	ODV-CA
KPG3FB-R	FETM-US
KPG5KD-R	ESK-CA
KPGC5V-R	PSA.PRR-US
KPGH4P-R	YMI-US
KPGJ6Q-R	EVGEF-US
KPGK8R-R	FFVFX-US
KPGMDT-R	SLI.XX3-US
KPGPJW-R	FVAIX-US
KPGQLX-R	ATEA-US
KPGRNY-R	PDER-US
KPGSW3-R	LPMDF-US
KPGW05-R	IEDAX-US
KPGY03-R	BSTHY-US
KPGZ24-R	ADST-US
KPH045-R	VTCLX-US
KPH0PQ-R	GS4294549-US
KPH287-R	PFOCX-US
KPH3B8-R	IEV-MX
KPH4D9-R	SFGCX-US
KPHXJP-R	BBCPW-US
KPJBPF-R	SVTMF-US
KPJCWL-R	NTPRX-US
KPJDF3-R	ADSN-MX
KPJGYK-R	POLMF-US
KPJN8Q-R	PMR-US
KPJQZB-R	HYMQX-US
KPJWQY-R	ALPA-AR
KPJXSZ-R	ITUB3-BR
KPJZY1-R	OMCIX.XX1-US
KPK18B-R	6367N-MX
KPK4HG-R	LIBYW-US
KPK5DB-R	JLCFX-US
KPK6GC-R	SPXU-US
KPK9JB-R	KMHTY-US
KPKB70-R	GOGO-CA
KPKCND-R	MIHI-US
KPKDQF-R	INFU-US
KPKJZK-R	ARL-CA
KPKQFV-R	VLYWW-US
KPKXPX-R	BCVCX-US
KPKXV1-R	MOON-CA
KPKYRY-R	HAIN-US
KPL1Z1-R	FTIIX-US
KPL554-R	WEFIX-US
KPL7FB-R	JGPAX-US
KPLCKB-R	FCH.PRA-US
KPLDMC-R	CHASX-US
KPLDRH-R	MVI.H-CA
KPLFPD-R	TREX-US
KPLGRF-R	OGNG-US
KPLJWH-R	RFNAX-US
KPLM0K-R	NUTCF-US
KPLN2L-R	USMJ-US
KPLNJ0-R	CKEFF-US
KPLP4M-R	JEXYY-US
KPLR8P-R	SOI-CA
KPLWNY-R	JTFCX-US
KPLY5D-R	YMAMF-US
KPLYNW-R	PNTFF-US
KPLZQX-R	TIDZQ-US
KPLZW1-R	CHTYX-US
KPM0SY-R	DBUB-US
KPM0Y2-R	TRIS3-BR
KPM1VZ-R	AGU-US
KPM29D-R	LSPRW-US
KPM2KN-R	TETAB-US
KPM566-R	EUM-US
KPM643-R	VLAAX-US
KPM764-R	RWWI-US
KPM9B6-R	MEGBX-US
KPMBD7-R	ELNOF-US
KPMCG8-R	CU.PRA-CA
KPMFLB-R	ELPVY-US
KPMGNC-R	HT-US
KPMHQD-R	DAVNQ-US
KPMN3N-R	PGTRX-US
KPMNP6-R	GFSYX-US
KPMQT8-R	GWGH74-US
KPMR5M-R	SOMMF-US
KPN2Z2-R	IPRC-US
KPNCC6-R	HTIVF-US
KPNGK9-R	BPIBX-US
KPNNYH-R	CHCKX-US
KPNSQ4-R	TWO.PRA-US
KPNY3D-R	FINV-US
KPNYGR-R	BIDUN-MX
KPNZJS-R	GSPQX-US
KPP5XZ-R	CSUC20-US
KPPB63-R	USIM5-BR
KPPGG7-R	MPGSX-US
KPPMSD-R	AEG-CA
KPPPDZ-R	GWEZX-US
KPPS1J-R	RYSYX-US
KPPV9Q-R	JRTOX-US
KPPVQ3-R	MSZIX-US
KPPYCP-R	CNBW-US
KPPYNZ-R	PORT-US
KPQ03C-R	MDLM-US
KPQ48D-R	BWDIX-US
KPQ4X0-R	THO-CA
KPQ5TX-R	VEU-MX
KPQ910-R	FICCX-US
KPQPG1-R	XUSDN-MX
KPQXGV-R	UBS4971904-US
KPR45B-R	MMTUX-US
KPRBPN-R	MEAAX-US
KPS109-R	BOPCF-US
KPS307-R	FGDY-US
KPS4PW-R	NMY.PRD-US
KPSB99-R	IRBBY-US
KPSJTM-R	TNHRX-US
KPT5JQ-R	CLWA-US
KPT67D-R	CANG-US
KPTGGC-R	NDMO-US
KPTRSD-R	PENZX-US
KPTSRB-R	WBLSX-US
KPV8NS-R	TMGRX-US
KPVD77-R	FOABX-US
KPVWFZ-R	AEDFF-US
KPW3R1-R	ACHCX-US
KPWT2Q-R	PHJEX-US
KPX49M-R	TWQIX-US
KPXL51-R	OSRV-US
KPXMNH-R	PAISX-US
KPXPC4-R	HFNCX-US
KPXS1R-R	XPML12.XX1-BR
KPXTM8-R	ESS.PRH-US
KPXYWD-R	AGRG-US
KPY10G-R	JFLAX-US
KPY9NV-R	VMIGN-MX
KPYRXN-R	ROUS-US
KPYW4S-R	ADILW-US
KPZC16-R	GDXS-US
KPZM96-R	CS5033623-US
KPZQ3Y-R	STFFX-US
KQ129T-R	GARHX-US
KQ13YD-R	GLPCX-US
KQ16FT-R	PFPRX-US
KQ1JTW-R	MCOSBX-US
KQ1VQG-R	TRBE-CA
KQ2WTK-R	SBBC-CA
KQ3BCP-R	SKTCF-US
KQ3DS0-R	JIAPX-US
KQ3XSJ-R	FCUL-CA
KQ4MQS-R	ALABX-US
KQ5HMV-R	SMLF-US
KQ5JBJ-R	IBTX-US
KQ5X4Z-R	ARIS.WT-CA
KQ5ZF5-R	VLID1-BR
KQ6JGP-R	DSP-US
KQ783M-R	EQIHX-US
KQ79R6-R	SAEAX-US
KQ7B3K-R	LSMIX-US
KQ7KQY-R	QISOX-US
KQ7S33-R	DRIRX-US
KQB1G8-R	SREA-US
KQB6H4-R	NVR-CA
KQBXQP-R	NWGAF-US
KQC084-R	OTLKW-US
KQC23Y-R	JRNY-US
KQC2SL-R	BBTG11-BR
KQC4XN-R	MSDHX-US
KQC63T-R	NHCIF-US
KQC99X-R	VYM.IV-US
KQCBCY-R	PARFX-US
KQCJX8-R	ISVXF-US
KQCN08-R	PXAMF-US
KQCPLT-R	JRPSX-US
KQD2YS-R	JACDX-US
KQD6YN-R	MMPLX-US
KQD72S-R	USL.IV-US
KQD84T-R	HNVIX-US
KQD96V-R	AUBYX-US
KQDB8W-R	HARMX-US
KQDM2D-R	APTM-US
KQF1PL-R	KPIEX-US
KQFCJ3-R	FTAJX-US
KQFJZD-R	TLTHX-US
KQFM7L-R	CPLSX-US
KQG4SM-R	STAY-US
KQG593-R	TRNLY-US
KQGH8S-R	WIGRX-US
KQGS6F-R	RONI.WT-US
KQGZGH-R	KSI-US
KQH3ZW-R	PHEC-US
KQH5VP-R	INTE20-US
KQH682-R	ITTRF-US
KQHF5S-R	FOBAX-US
KQHRR0-R	OPVS-US
KQHW16-R	IEO.NV-US
KQJ7SL-R	NRABX-US
KQJ9WM-R	TMTMF-US
KQJMBS-R	DRGHY-US
KQJPLZ-R	VRCRX-US
KQJXY2-R	HF-CL
KQJYMR-R	371N-MX
KQK387-R	LWBOX-US
KQKQFT-R	PIVYX-US
KQKSKW-R	AGRYX-US
KQKTMX-R	LAFYX-US
KQKWRZ-R	WMBAX-US
KQKYJP-R	LBRT-US
KQL355-R	CPSS-US
KQL3VV-R	IDANX-US
KQL597-R	TRUA-US
KQL5QN-R	EVGRU-US
KQL6C8-R	RYURX-US
KQL8HB-R	SFXAX-US
KQLB81-R	HFEDX-US
KQLBMD-R	DHIFF-US
KQLDD3-R	FGTKX-US
KQLDRG-R	EKRNF-US
KQLGWJ-R	EEM-US
KQLM4N-R	AAPL-CO
KQLQBR-R	AICRX-US
KQLVLW-R	CTBI-US
KQLXQY-R	VALGF-US
KQLYSZ-R	DMRR-US
KQLZW0-R	MGYFF-US
KQM0Y1-R	PGOL-US
KQM202-R	URVNF-US
KQM323-R	MEIIX-US
KQM9G9-R	FNRWF-US
KQMBJB-R	FAZBX-US
KQMCQH-R	MTHVY-US
KQMHVH-R	PETFF-US
KQMJ4S-R	FTIQX-US
KQMLJ2-R	EBSCX-US
KQMP5N-R	DWVYF-US
KQMQ7P-R	JFAIF-US
KQMR9Q-R	SHAVF-US
KQMVJV-R	RLJE-US
KQN38B-R	VVSMF-US
KQN49B-R	HSHYX-US
KQN9C7-R	RHJVX-US
KQNKWH-R	AUTLANB-MX
KQNP2L-R	JCEIX-US
KQNQQ5-R	VNLTF-US
KQNR6N-R	GSMDX-US
KQNRBS-R	JMKIX-US
KQNTBQ-R	PLATF-US
KQNVJW-R	CYPTW-US
KQNXPZ-R	IADEX-US
KQP2VZ-R	BOLT-AR
KQP3Y0-R	WHRL4-BR
KQP6RR-R	RBRF11-BR
KQPBVQ-R	ZSCIX-US
KQPCD7-R	SAB-MX
KQPJVJ-R	TCLPX-US
KQPLG2-R	JASUF-US
KQPMK4-R	GLIN.P-CA
KQPQ5P-R	EXD-US
KQPQR7-R	JUBA-CA
KQPRK0-R	FGAA12-BR
KQPT7N-R	SGQZ-US
KQQ238-R	UBS4967030-US
KQQ3Z2-R	ESP-CA
KQQ4WZ-R	PSRBX-US
KQQ513-R	DSPA-US
KQQ5Z0-R	IMOS.XX1-US
KQQ711-R	RTLX-US
KQQBJF-R	SCBKF-US
KQQDC6-R	HSZBX-US
KQQGH8-R	CMGGF-US
KQQHK9-R	JFBC-US
KQQJMB-R	USPH-US
KQQJWL-R	CM4891401-US
KQQL3S-R	UIVCX-US
KQQMTF-R	PNS-US
KQQNWG-R	EACPX-US
KQQPYH-R	THR-CA
KQQR0J-R	TREC-US
KQQS2K-R	CESO-US
KQQSCV-R	IREN-US
KQQT4L-R	ITOEF-US
KQQTJZ-R	GS4441540-US
KQQW8N-R	SHDAX-US
KQQYDQ-R	ASNAQ-US
KQQZGR-R	KYTFX-US
KQR04D-R	QEFA-US
KQR1LT-R	NRDXF-US
KQR2SZ-R	TCKKF-US
KQR3QW-R	LGBBX-US
KQR49F-R	VGLAX-US
KQR5VY-R	ABPCX-US
KQRC63-R	MEMUX-US
KQRD84-R	DVNO-US
KQRFB5-R	NXP-US
KQRFG9-R	GTJLY-US
KQRGD6-R	ALPE-US
KQRHG7-R	MFWBX-US
KQRHWN-R	CPCPF-US
KQRJJ8-R	CMKT-US
KQRL4V-R	CPPSF-US
KQRLNB-R	AEMIX-US
KQRNSD-R	XFH-US
KQRP6T-R	BRACR-US
KQRQXG-R	PSBR-US
KQRRZH-R	CSUAX-US
KQRS3M-R	CIEYX-US
KQRSN4-R	NGHCP-US
KQRV7P-R	ATR-CA
KQRVJZ-R	RFACU-US
KQS0FQ-R	FPRUF-US
KQSDVR-R	UMTAF-US
KQSLK8-R	NLTBF-US
KQSPRC-R	ENELAM-CL
KQSW2J-R	VWO-MX
KQSWCT-R	TPG-US
KQSX4K-R	QUAN-US
KQT307-R	RHC-CA
KQT4QX-R	MMAVX-US
KQT5NT-R	RXLAX-US
KQT6QV-R	SPRAX-US
KQT7Y0-R	TBP.UT.XX2-CA
KQTJB4-R	BBAS3-BR
KQTLWM-R	BLTE-US
KQTNL8-R	DRE.PRL-US
KQTRXH-R	WSMNX-US
KQTX1H-R	MMAFX-US
KQTZGV-R	EXCHN-MX
KQV1V4-R	MRCZX-US
KQV2HS-R	INTERM1A-MX
KQV7PT-R	TIGCF-US
KQVB45-R	NVACR-US
KQVG30-R	GWX-MX
KQVR8X-R	PPLC-US
KQVWDX-R	HSQAX.XX1-US
KQW97B-R	PPTB-US
KQXBTX-R	DFAPX-US
KQXH31-R	PUDAX-US
KQXL94-R	BMOAX-US
KQXQTJ-R	UBS973-US
KQXZ0H-R	DBEF-US
KQYDCF-R	IHYD-US
KQYLB6-R	IMVEF-US
KQZK0Z-R	TZW-US
KQZLC8-R	FLOKX-US
KQZXM6-R	EXXO34-BR
KR0STK-R	AUAU-CA
KR18W4-R	KHRNF-US
KR1J67-R	KORP-US
KR1LYX-R	INVJ-AR
KR24HY-R	NFC.UT-US
KR262G-R	JAZZX-US
KR2GVZ-R	RXT-US
KR3L34-R	RMQAX-US
KR3VC4-R	UBS4911290-US
KR44T9-R	ORYZX-US
KR4JY1-R	JIGMX-US
KR61VH-R	GQEIX-US
KR7QNP-R	FTPFX-US
KR8J8J-R	OAZWX-US
KR8QZ0-R	SBOOX-US
KR8YB5-R	IFHI-US
KR9CT7-R	OPHRY-US
KR9H7K-R	WCBR-US
KR9K4D-R	OGRAX-US
KRC9VD-R	HTA-CA
KRCF6N-R	NOSPF-US
KRCQHN-R	LBPH-US
KRFFYF-R	SPOFF-US
KRFHP3-R	SVPGX-US
KRFRJQ-R	MIAZX-US
KRFT48-R	NCEAX-US
KRG4RK-R	HHDFX-US
KRGP9L-R	DIGI-CA
KRGPZ7-R	BKAC78-US
KRGXQS-R	HIOIX-US
KRH3VQ-R	PSNY-US
KRH6XP-R	CFSTX-US
KRHGCX-R	AFMMX-US
KRHJHZ-R	DBP.IV-US
KRJ3WS-R	CENQW-US
KRJ891-R	STAG.PRC-US
KRJCC0-R	IPLFX-US
KRJP2F-R	BEFKX-US
KRJPR2-R	HEDJ.NV-US
KRJYGK-R	AMCI-US
KRKK7R-R	ALSZX-US
KRKS6H-R	NUSIX-US
KRLQGV-R	CSXXY-US
KRLVCM-R	GLV.RT.XX1-US
KRLWFN-R	WELL34.XX2-US
KRLX28-R	AUS-US
KRMM9T-R	MMEYX-US
KRMN7Q-R	EDG-US
KRMNCV-R	HCIEX-US
KRMVS1-R	AOTDX-US
KRMWV2-R	LMPEX-US
KRNDTK-R	ROOF.NV-US
KRNDYP-R	CMS.PRC-US
KRNGYM-R	BANK68-US
KRNM6R-R	RYWYX-US
KRNTLY-R	EMRIX-US
KRNVNZ-R	ARFVX-US
KRNVT3-R	POGHF-US
KRP8QM-R	HWEL-US
KRPXKV-R	SGUSX-US
KRPXPZ-R	LUFF-CA
KRPY4D-R	GAINM-US
KRPYNX-R	CTYCX-US
KRPZPX-R	ALG-US
KRQ1TZ-R	FARYY-US
KRQ2X0-R	MGCV-US
KRQ3Z1-R	MAXR-US
KRQ512-R	AXB-CA
KRQ754-R	MCNYX-US
KRQBC7-R	NSYS-US
KRQCF8-R	FAHLF-US
KRQCKD-R	MGAAX-US
KRQKTG-R	TLAG-US
KRQS6N-R	HANNF-US
KRQTDT-R	PM-US
KRQTP2-R	GS4657565-US
